Source,Text,Date,Compound,Positive,Neutral,Negative
@CNN,"RT @dailyunnie: #WeWantJustice 

TRIGGER WARNING

Graphic content warning 
@CNN @BBCWorld https://t.co/4AQdNXwBYD",Sun Aug 05 03:34:03 +0000 2018,-0.6739,0.0,0.619,0.381
@CNN,"@urmycocktail @CNN @BBC Please be safe, IM PRAYING TO ALL OF U GUYS !! STAY SAFE PLS ..",Sun Aug 05 03:34:02 +0000 2018,0.9285,0.55,0.45,0.0
@CNN,@PeteHegseth @CNN Amen and hallelujah! CNN sucks!,Sun Aug 05 03:34:01 +0000 2018,0.4738,0.379,0.414,0.207
@CNN,RT @xflowersnarry: @parkhaengjin @CNN @cnnbrk @UNICEF @unicefbrasil @UNICEFUSA  @UNICEF_uk @NBCNews @BBCBreaking @BBCWorld @BBC @BuzzFeedNe…,Sun Aug 05 03:34:01 +0000 2018,0.0,0.0,1.0,0.0
@CNN,@DKMaraga @RailaOdinga @UKenyatta @Ken_Lusaka @SpeakerJBMuturi @MusaliaMudavadi @skmusyoka @Wetangulam @WhiteHouse… https://t.co/OKZKRFG07w,Sun Aug 05 03:34:01 +0000 2018,0.0,0.0,1.0,0.0
@CNN,@CNN Locked this M F up.,Sun Aug 05 03:34:00 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@UN @BBCWorld @BBCBreaking @CNN @cnnbrk @AJEnglish @FoxNews @VOANews https://t.co/nmg7YB5OZp,Sun Aug 05 03:34:59 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: .@Jim_Jordan speaks at rally in Ohio: ""In 18 months, regulations reduced, taxes lowered, Gorsuch on the Court, the economy gro…",Sun Aug 05 03:34:58 +0000 2018,-0.128,0.0,0.933,0.067
@FoxNews,"RT @FoxNews: .@POTUS: ""If I bring the trade deficits down, we could pick up 3 and 4 points in GDP."" https://t.co/Yo572cr316",Sun Aug 05 03:34:58 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@UTSA_Roadrunner @JAngelitoo @juan1varona3 @FoxNews @michaeljknowles @CynthiaNixon @TomPerez Oh good grief.,Sun Aug 05 03:34:57 +0000 2018,-0.0772,0.206,0.567,0.227
@FoxNews,"VIDEO: Give me 22 minutes, I'll give you the world trade truth. https://t.co/ONKZqEJSyz  @POTUS @TeamCavuto… https://t.co/dgHwxBdrAl",Sun Aug 05 03:34:57 +0000 2018,0.3182,0.133,0.867,0.0
@FoxNews,RT @ksjslawyer: report about this you cowards #WeWantJusticeForBangladesh #WeWantJustice #helpbangladeshistudents @CNN @cnnbrk @UNICEF @NBC…,Sun Aug 05 03:34:56 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: Trump campaigns for Troy Balderson in Ohio, says rival is a Pelosi puppet and 'a vote for open borders' https://t.co/x1G27iOmEy",Sun Aug 05 03:34:55 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@Adrian_Benepe @MelLoloff @realDonaldTrump @FoxNews @RT Shes there because she chooses to be.  She is an icon of qu… https://t.co/avT3fwKzeC,Sun Aug 05 03:34:54 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @FoxNews: French baby panda celebrates first birthday bash with cake https://t.co/KdT0UNlTHl,Sun Aug 05 03:34:53 +0000 2018,0.5719,0.252,0.748,0.0
@FoxNews,"RT @FoxNews: Steve Levy: ""Looking at the last year of the Obama administration, we had a very sluggish 1.6% growth rate. Many were saying,…",Sun Aug 05 03:34:52 +0000 2018,-0.0334,0.107,0.782,0.111
@FoxNews,RT @FoxNews: Fox News was just ranked as one of the “most trusted” TV news brands in the United States. https://t.co/XAxNnaYEHL https://t.c…,Sun Aug 05 03:34:51 +0000 2018,0.4215,0.118,0.882,0.0
@FoxNews,"RT @FoxNews: OPINION: These seven words changed Anthony Hopkins’ life – They can change yours, too https://t.co/bzZevahGbU",Sun Aug 05 03:34:51 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: .@Scaramucci: ""[President @realDonaldTrump is] the blue collar billionaire president. He's able to tap into their joy, he's ab…",Sun Aug 05 03:34:49 +0000 2018,0.5859,0.167,0.833,0.0
@FoxNews,"@FoxNews @POTUS Man, he's going to be really surprised to learn companies don't want to make things in America beca… https://t.co/BeeSO5ddzR",Sun Aug 05 03:34:49 +0000 2018,0.2432,0.098,0.848,0.055
@FoxNews,@FoxNews @Jim_Jordan Good job men! Don't pay attention to the leftists pinkos that don't know the facts!,Sun Aug 05 03:34:49 +0000 2018,0.5831,0.242,0.758,0.0
@FoxNews,RT @FoxNews: .@dbongino: “There are so many empty seats at Thanksgiving from military people and from law enforcement officers who’ve lost…,Sun Aug 05 03:34:48 +0000 2018,-0.2682,0.0,0.906,0.094
@FoxNews,"RT @FoxNews: .@ChristopherHahn: ""It would be an overreach to impeach, unless there's something really there to impeach about. So, the Democ…",Sun Aug 05 03:34:48 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: .@Jim_Jordan speaks at rally in Ohio: ""In 18 months, regulations reduced, taxes lowered, Gorsuch on the Court, the economy gro…",Sun Aug 05 03:34:47 +0000 2018,-0.128,0.0,0.933,0.067
@FoxNews,"RT @FoxNews: OPINION: These seven words changed Anthony Hopkins’ life – They can change yours, too https://t.co/bzZevahGbU",Sun Aug 05 03:34:46 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @FreedomUSA4: @Mediaite @JesseBWatters @FoxNews @nytimes So ironic! #SarahJeong https://t.co/bdcH6Hu2q3,Sun Aug 05 03:34:46 +0000 2018,-0.2698,0.0,0.812,0.188
@FoxNews,@khourymurphy5 @MariaBartiromo @JudgeJeanine @FoxNews Lol,Sun Aug 05 03:34:46 +0000 2018,0.4215,0.412,0.588,0.0
@FoxNews,"RT @Kermit_Progress: ANTI-#Trump #ShepardSmith @ShepNewsTeam Not A Favorite Of Viewers At @FoxNews According To The #DailyCaller POLL

Supp…",Sun Aug 05 03:34:45 +0000 2018,0.4588,0.158,0.842,0.0
@FoxNews,"RT @FoxNews: OPINION: These seven words changed Anthony Hopkins’ life – They can change yours, too https://t.co/bzZevahGbU",Sun Aug 05 03:34:45 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @youngqueentxt: #WeDemandJustice @CNN @cnnbrk @UNICEF @NBCNews @BBCBreaking @BBCWorld @BBC @BuzzFeedNews @BuzzFeed @FoxNews @nytimes @AB…,Sun Aug 05 03:34:45 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @FoxNews: John Lennon's assassin's wife reveals she knew of plot to murder the Beatles star https://t.co/JMdmvXRTHo,Sun Aug 05 03:34:45 +0000 2018,-0.6908,0.0,0.773,0.227
@FoxNews,RT @MalihaHaider3: #WeWantJustice Please help us. We are very helpless our isn't doing anything please please help us. Many girls are being…,Sun Aug 05 03:34:45 +0000 2018,0.1238,0.249,0.518,0.233
@FoxNews,"RT @FoxNews: Cau Vang, or “Golden Bridge,” features two larger-than-life hands holding up a pedestrian pathway. It was created to evoke the…",Sun Aug 05 03:34:44 +0000 2018,0.25,0.091,0.909,0.0
@FoxNews,"RT @FoxNews: .@Jim_Jordan speaks at rally in Ohio: ""In 18 months, regulations reduced, taxes lowered, Gorsuch on the Court, the economy gro…",Sun Aug 05 03:34:44 +0000 2018,-0.128,0.0,0.933,0.067
@FoxNews,@UNICEF @BuzzFeedNews @NECN @ABC @FoxNews @cnnbrk pls help us #WeWantJustice,Sun Aug 05 03:34:43 +0000 2018,0.4588,0.333,0.667,0.0
@FoxNews,@MAJBobby @logicnreason1 @FoxNews @RudyGiuliani @Comey @POTUS Who did the fact check? Can't trust everything on the… https://t.co/gX4BmFgWDF,Sun Aug 05 03:34:42 +0000 2018,-0.4023,0.0,0.856,0.144
@FoxNews,RT @FoxNews: Second quarter GDP - 4.1%. https://t.co/LsHVHLVpLY https://t.co/AcKux7hk4M,Sun Aug 05 03:34:42 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @FoxNews: California girl says 'hero' postal worker rescued her from world of sex trafficking https://t.co/x3Agpe8GAN,Sun Aug 05 03:34:42 +0000 2018,0.4215,0.157,0.843,0.0
@FoxNews,@WattersWorld @FoxNews captioning @realDonaldTrump More Elite “Then” Me. @BetsyDeVosED needs to make grammar Great Again!,Sun Aug 05 03:34:41 +0000 2018,0.6588,0.239,0.761,0.0
@FoxNews,"@Dawn_Treloar @FoxNews @michaeljknowles @CynthiaNixon @TomPerez 1. Medicare for all actually costs less, $32.6 tril… https://t.co/LDPfLeTIH5",Sun Aug 05 03:34:41 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @JohnJamesMI: WATCH &amp; RETWEET: Thank you President Trump and Vice President Pence for the support! MICHIGAN, I am asking for your vote o…",Sun Aug 05 03:34:40 +0000 2018,0.6696,0.207,0.793,0.0
@FoxNews,"RT @FoxNews: .@SenSchumer: ""We will not rest until Brett Kavanaugh is defeated and the American people win."" https://t.co/2eP4o2KFLP",Sun Aug 05 03:34:38 +0000 2018,-0.4767,0.0,0.846,0.154
@FoxNews,@shaggy2time @rdhesselbrock @FoxNews @POTUS I don't care what he sells or where he gets it.. so long as he does his… https://t.co/Otn0JHSUkB,Sun Aug 05 03:34:37 +0000 2018,-0.3875,0.0,0.884,0.116
@FoxNews,@FoxNews @Scaramucci @POTUS @JudgeJeanine Wow -ABSOLUTELY AMAZING THE NUMBER OF LIBERALS ON HERE WHO WATCH FOX NEWS!!!,Sun Aug 05 03:34:37 +0000 2018,0.9348,0.485,0.515,0.0
@FoxNews,"RT @FoxNews: .@Scaramucci on @POTUS at Ohio rally: ""This is something, frankly, that other presidents don't do, is get out on the campaign…",Sun Aug 05 03:34:36 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @NazifaAnzum5: They are killing Students Brutally 
@BBCWorld @CNN @AlJazeera @FoxNews  
Save them 🙏🏻 ! Help them 
#WorldNews #bangladesh…",Sun Aug 05 03:34:35 +0000 2018,-0.5848,0.206,0.49,0.304
@FoxNews,RT @AndyBou2: @FoxNews  https://t.co/x2bWKUbRD3,Sun Aug 05 03:34:35 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @AIIAmericanGirI: Trump campaigns for Troy Balderson in Ohio, says rival is a Pelosi puppet and 'a vote for open borders' https://t.co/p…",Sun Aug 05 03:34:35 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@BruthaDee @FoxNews anti trump sindrom is one hes well,Sun Aug 05 03:34:35 +0000 2018,-0.0516,0.184,0.614,0.202
@FoxNews,RT @Bahram_Gooor: The resistance continues in GowharDasht #Karaj at these moments. Protesters are defending themselves by throwing stones a…,Sun Aug 05 03:34:34 +0000 2018,-0.2263,0.0,0.905,0.095
@FoxNews,"RT @FoxNews: .@Jim_Jordan speaks at rally in Ohio: ""In 18 months, regulations reduced, taxes lowered, Gorsuch on the Court, the economy gro…",Sun Aug 05 03:34:34 +0000 2018,-0.128,0.0,0.933,0.067
@FoxNews,RT @FoxNews: OPINION: In silly San Francisco disease-ridden needles are A-OK but a plastic cocktail stirrer will soon be illegal https://t.…,Sun Aug 05 03:34:33 +0000 2018,-0.705,0.044,0.752,0.205
@FoxNews,"RT @FoxNews: .@Scaramucci on @POTUS at Ohio rally: ""This is something, frankly, that other presidents don't do, is get out on the campaign…",Sun Aug 05 03:34:33 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"In the end, you did it @FoxNews.  With out you, I can't even imagine.  Thank you.",Sun Aug 05 03:34:32 +0000 2018,-0.2755,0.0,0.869,0.131
@FoxNews,@FoxNews @charliekirk11 @JudgeJeanine Bullshit!!! I can’t that dog face “judge” is agreeing. Your station bitch abo… https://t.co/CqOqXGTS64,Sun Aug 05 03:34:32 +0000 2018,-0.795,0.101,0.544,0.355
@FoxNews,"RT @TomFitton: Obama FBI met with Clinton-DNC/Fusion GPS Dossier ""author"" Steele 13 times during campaign! Paid this anti-@RealDonaldTrump…",Sun Aug 05 03:34:32 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@FoxNews Pretty soon we’ll reach orbit we’ll reach orbit,Sun Aug 05 03:34:31 +0000 2018,0.5267,0.474,0.526,0.0
@FoxNews,@svtnotes @CNN @cnnbrk @UNICEF @unicefbrasil @UNICEFUSA  @UNICEF_uk @NBCNews @BBCBreaking @BBCWorld @BBC… https://t.co/zsb2c9tq5M,Sun Aug 05 03:34:31 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: .@Scaramucci on @POTUS at Ohio rally: ""This is something, frankly, that other presidents don't do, is get out on the campaign…",Sun Aug 05 03:34:30 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@TheFrankieC @FoxNews @Scaramucci @JudgeJeanine Obamacare was a disaster!,Sun Aug 05 03:34:30 +0000 2018,-0.6588,0.0,0.577,0.423
@FoxNews,@FoxNews What what. Are these Trumps large hands? He is known for his large manly hands!!!,Sun Aug 05 03:34:30 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@FoxNews  https://t.co/x2bWKUbRD3,Sun Aug 05 03:34:29 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"@FoxNews @SenSchumer Damn right! The GOP denied Merrick Garland, Dems should deny a fake treasonous 45 from a wease… https://t.co/58KzXcqeFp",Sun Aug 05 03:34:29 +0000 2018,-0.9336,0.0,0.463,0.537
@FoxNews,"RT @FoxNews: .@charliekirk11: ""We as conservatives— we remain loyal and patriotic no matter who is president of the United States."" @JudgeJ…",Sun Aug 05 03:34:28 +0000 2018,0.5859,0.267,0.649,0.084
@FoxNews,@CNN @cnnbrk @UNICEF @unicefbrasil @UNICEFUSA  @UNICEF_uk @NBCNews @BBCBreaking @BBCWorld @BBC @BuzzFeedNews… https://t.co/LlkLJd0sWN,Sun Aug 05 03:34:28 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: .@Jim_Jordan speaks at rally in Ohio: ""In 18 months, regulations reduced, taxes lowered, Gorsuch on the Court, the economy gro…",Sun Aug 05 03:34:26 +0000 2018,-0.128,0.0,0.933,0.067
@FoxNews,"RT @FoxNews: .@Jim_Jordan speaks at rally in Ohio: ""In 18 months, regulations reduced, taxes lowered, Gorsuch on the Court, the economy gro…",Sun Aug 05 03:34:25 +0000 2018,-0.128,0.0,0.933,0.067
@FoxNews,@KristySwansonXO @PlanetTyrus @GregGutfeldShow @AndrewBreitbart @greggutfeld @KatTimpf @SebGorka @FoxNews Kristi yo… https://t.co/jZL5uppBzl,Sun Aug 05 03:34:24 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,Ummm yeah @FoxNews @seanhannity @TuckerCarlson @JudgeJeanine @AnnCoulter @TomiLahren @GOP @RNC @SpeakerRyan… https://t.co/vwmkDGsjRy,Sun Aug 05 03:34:24 +0000 2018,0.296,0.167,0.833,0.0
@FoxNews,"RT @FoxNews: .@POTUS: ""More Americans are now employed than ever recorded before in our nation's history."" https://t.co/omvyaxr2zy",Sun Aug 05 03:34:24 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@DesignationSix @EliseoG05034857 @FoxNews @MyCascade @officedepot @OfficeMax @NewDayUSA @eHarmony @Nestle @Purina… https://t.co/lnTw9acvEj,Sun Aug 05 03:34:24 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: .@Scaramucci on @POTUS at Ohio rally: ""This is something, frankly, that other presidents don't do, is get out on the campaign…",Sun Aug 05 03:34:24 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@CNN @cnnbrk @UNICEF @NBCNews @BBCBreaking @BBCWorld @BBC @BuzzFeedNews @BuzzFeed @FoxNews @nytimes @ABC… https://t.co/jz6SqEwNOY,Sun Aug 05 03:34:23 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @TonyBrunoShow: @FoxNews too bad we didn't activate the #SpaceForce for an intercept!,Sun Aug 05 03:34:22 +0000 2018,-0.5848,0.0,0.76,0.24
@FoxNews,@FoxNews @Jim_Jordan #GymJordan - are some of the kidnapped kids chained up in your basement?,Sun Aug 05 03:34:22 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"@FoxNews Go ahead, Warren, waste your time &amp; money.",Sun Aug 05 03:34:21 +0000 2018,-0.4215,0.0,0.741,0.259
@FoxNews,"RT @FoxNews: Trump campaigns for Troy Balderson in Ohio, says rival is a Pelosi puppet and 'a vote for open borders' https://t.co/x1G27iOmEy",Sun Aug 05 03:34:21 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: .@POTUS: ""Jobs are pouring back into our country... Those companies that left, they want to come back. This is where the actio…",Sun Aug 05 03:34:20 +0000 2018,0.0772,0.053,0.947,0.0
@FoxNews,@FoxNews @LLLolly Bullshit.,Sun Aug 05 03:34:19 +0000 2018,-0.5859,0.0,0.345,0.655
@FoxNews,"RT @TomFitton: Obama FBI met with Clinton-DNC/Fusion GPS Dossier ""author"" Steele 13 times during campaign! Paid this anti-@RealDonaldTrump…",Sun Aug 05 03:34:18 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,@Shawn_King1977 @FoxNews Follow the money trail.,Sun Aug 05 03:34:17 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @sanrous2: @gladysperez805 @mlaboy15 @CidEloisa @Jhennilou44 @boinaverdeyulin @BebaDril7 @jibaritapr38 @McFarland69Will @PanAmPost_es @a…,Sun Aug 05 03:34:16 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @larrxsun: @CNN @cnnbrk @UNICEF @unicefbrasil @UNICEFUSA  @UNICEF_uk @NBCNews @BBCBreaking @BBCWorld @BBC @BuzzFeedNews @BuzzFeed @FoxNe…,Sun Aug 05 03:34:14 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"#شاعرك_المفضل
#WeDemandJustice
#EndViolence
@UNICEF @UNICEFUSA @unicefbrasil
@CNN @cnnbrk @UNICEF @unicefbrasil… https://t.co/O0qQg6MCGo",Sun Aug 05 03:34:13 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @FoxNews: Fox News was just ranked as one of the “most trusted” TV news brands in the United States. https://t.co/XAxNnaYEHL https://t.c…,Sun Aug 05 03:34:13 +0000 2018,0.4215,0.118,0.882,0.0
@FoxNews,RT @realDonaldTrump: July is just the ninth month since 1970 that unemployment has fallen below 4%. Our economy has added 3.7 million jobs…,Sun Aug 05 03:34:13 +0000 2018,-0.6597,0.0,0.795,0.205
@FoxNews,"RT @FoxNews: .@POTUS: ""Instead of apologizing for America, we are standing up for America. We are standing up for the heroes who protect ou…",Sun Aug 05 03:34:12 +0000 2018,0.6808,0.209,0.745,0.046
@FoxNews,@FoxNews is white supremacist https://t.co/tczP0XELgU,Sun Aug 05 03:34:11 +0000 2018,0.128,0.273,0.727,0.0
@FoxNews,"RT @FoxNews: Rhino rams, pursues SUV at Mexican safari park https://t.co/rkvfTrThWH",Sun Aug 05 03:34:11 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @HGNAzul: @parkhaengjin @CNN @cnnbrk @UNICEF @unicefbrasil @UNICEFUSA  @UNICEF_uk @NBCNews @BBCBreaking @BBCWorld @BBC @BuzzFeedNews @Bu…,Sun Aug 05 03:34:10 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"@FoxNews https://t.co/F24rS01Mkw 
UFC 227 LIVE 
follow me for more updates like this.
not the best quality but still you can watch it!",Sun Aug 05 03:34:10 +0000 2018,-0.1498,0.078,0.821,0.102
@FoxNews,"RT @FoxNews: Thomas Homan: ""2,000 child predators are sitting in prison because of ICE. 981,000 pounds of narcotics were taken off the stre…",Sun Aug 05 03:34:09 +0000 2018,-0.5106,0.0,0.87,0.13
@FoxNews,"@FoxNews @charliekirk11 @JudgeJeanine Eff both of them. Each are propagandists. 

John Trump is a traitor. 

They s… https://t.co/FpoyhnmiK4",Sun Aug 05 03:34:08 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @TomFitton: Obama FBI met with Clinton-DNC/Fusion GPS Dossier ""author"" Steele 13 times during campaign! Paid this anti-@RealDonaldTrump…",Sun Aug 05 03:34:08 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @jinkiart: @parkhaengjin @CNN @cnnbrk @UNICEF @unicefbrasil @UNICEFUSA  @UNICEF_uk @NBCNews @BBCBreaking @BBCWorld @BBC @g1 @g1mundo  @F…,Sun Aug 05 03:34:08 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @DesignationSix: The sponsors of @FoxNews are the enemies of the people. I have some of them tagged here so they will be notified for ev…,Sun Aug 05 03:34:07 +0000 2018,-0.4939,0.0,0.882,0.118
@FoxNews,"RT @PaulColby2: @FoxNews @POTUS A) There is no war, technology has moved on. B) There is no clean coal.",Sun Aug 05 03:34:05 +0000 2018,-0.6808,0.104,0.577,0.319
@FoxNews,RT @AndyBou2: @FoxNews  https://t.co/hpWvalfGEo,Sun Aug 05 03:34:05 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,RT @Aphrodi50331641: please kindly help us. student are beaten by bangladesh chatro league(BCL) for doing protest for safe road even our co…,Sun Aug 05 03:34:03 +0000 2018,0.743,0.348,0.502,0.15
@FoxNews,"RT @FoxNews: OPINION: These seven words changed Anthony Hopkins’ life – They can change yours, too https://t.co/bzZevahGbU",Sun Aug 05 03:34:03 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"Oklahoma plane crash victims were from Kansas, authorities say https://t.co/LNM2OH3wCp @FoxNews #AAG",Sun Aug 05 03:34:03 +0000 2018,-0.6124,0.0,0.667,0.333
@FoxNews,"RT @FoxNews: OPINION: These seven words changed Anthony Hopkins’ life – They can change yours, too https://t.co/bzZevahGbU",Sun Aug 05 03:34:02 +0000 2018,0.0,0.0,1.0,0.0
@FoxNews,"RT @FoxNews: OPINION: These seven words changed Anthony Hopkins’ life – They can change yours, too https://t.co/bzZevahGbU",Sun Aug 05 03:34:02 +0000 2018,0.0,0.0,1.0,0.0
